Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery				,region_total,puntos_miles,puntos_IGV
17309,Portugal,"Wood aging gives this ripe wine its toasty character. This texture is balanced by rich peach and apricot fruits, rounded and fruity. Old vines bring an extra concentration to this full, generous wine. Drink from 2016.",Reserva Branco,89,18.0,Douro,,,Roger Voss,@vossroger,Quinta de Porrais 2012 Reserva Branco White (Douro),Portuguese White,Quinta de Porrais				,,89000,16.02
18987,Portugal,"This is a smooth wine, soft with just a hint of tannins and with plenty of juicy acidity. Black-currant fruitiness dominates this crisp, clean and ready to drink wine.",Cara Viva Tinto,84,18.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2016 Cara Viva Tinto Red (Lisboa),Portuguese Red,DFJ Vinhos				,,84000,15.12
18996,Portugal,"This crisp blend of Arinto and FernÃ£o Pires is light and fruity. Acidity and a lively mousse make for an attractive bright wine, with toast and almonds at the end. Drink now.",Oculto Extra Bruto,84,18.0,Tejo,,,Roger Voss,@vossroger,Quinta do Arrobe 2016 Oculto Extra Bruto Sparkling (Tejo),Sparkling Blend,Quinta do Arrobe				,,84000,15.12
19627,Portugal,"A big, bruising wine that is bursting with sweet tannins and juicy blackberry flavors. All of its acidity and attractive flavors of up-front fruit, spice and wood are clamoring for attention. Ready to drink with strong flavored food.",Alicante Bouschet+Aragonez+Trincadeira Reserva,90,18.0,Alentejo,,,Roger Voss,@vossroger,Alente 2006 Alicante Bouschet+Aragonez+Trincadeira Reserva Red (Alentejo),Portuguese Red,Alente				,,90000,16.2
20873,Portugal,"Light in color, the wine from hand-picked Touriga Franca, Touriga Nacional and Tinta Barroca grapes has strawberry flavors, light acidity and a fresh finish. It is, of course, sweet, hinting at the spirit added to halt fermentation. It's an attractive wine from the Sogrape family group, ready for chilling. Drink now.",RosÃ©,86,18.0,Port,,,Roger Voss,@vossroger,Offley NV RosÃ©  (Port),Port,Offley				,,86000,15.479999999999999
22764,Portugal,"In the classic Portuguese tradition, this is a blend of four of the Alentejo's local grapes. Together they give big power and dark tannins. They also offer great black fruits, fresh acidity and a firm, very dry core. The wine needs to soften over the next several years, so drink from 2017.",Reserva,90,18.0,Alentejo,,,Roger Voss,@vossroger,Adega Cooperativa de Borba 2011 Reserva Red (Alentejo),Portuguese Red,Adega Cooperativa de Borba				,,90000,16.2
22866,Portugal,"Aged for 18 months in wood, this impressive ripe wine is full of fruit and also a firm, smoky tannic structure. The partial fermentation in open stone tanks has given the wine an extra dimension of richness. This is a fine, concentrated wine that is now ready to drink.",Tinto,93,18.0,Lisboa,,,Roger Voss,@vossroger,Quinta de Chocapalha 2011 Tinto Red (Lisboa),Portuguese Red,Quinta de Chocapalha				,,93000,16.74
23290,Portugal,"Blending Baga and Touriga Nacional, this wine delivers a big sweep of red fruits and spice. Juicy acidity bursts from the glass. The firm tannins of both grapes are still there and need time to round out. Give this wine until 2017.",Tinto,91,18.0,Bairrada,,,Roger Voss,@vossroger,AtaÃ­de Semedo 2012 Tinto Red (Bairrada),Portuguese Red,AtaÃ­de Semedo				,,91000,16.38
23481,Portugal,"This 50-50 blend of Pinot Noir and Touriga Nacional works surprisingly well. It has weight, but also a smooth texture and juicy swathes of black plum and red berry fruits. Juicy fruit flavors are encased in a firm, tannic shell that's solid and dark. The wine is drinkable now after decanting, but could benefit from aging until 2016.",Consensus Pinot Noir-Touriga Nacional,91,18.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2008 Consensus Pinot Noir-Touriga Nacional Red (Lisboa),Red Blend,DFJ Vinhos				,,91000,16.38
23603,Portugal,"A blend of Touriga Nacional and Alicante Bouschet with Syrah, this is a finely structured wine. It is spicy, packed with black-currant fruits and with ripe tannins. The fruits and the dusty texture are just coming together, although the wine will be better from 2017.",Companhia das LezÃ­rias Herdade de Catapereiro Escolha,91,18.0,Tejo,,,Roger Voss,@vossroger,Wines & Winemakers 2013 Companhia das LezÃ­rias Herdade de Catapereiro Escolha Red (Tejo),Portuguese Red,Wines & Winemakers				,,91000,16.38
25493,Portugal,"Produced by the winemaking team of Casa Santos Lima in Lisboa, this wine has rich black fruits and a soft texture. Its depth, concentration and richness are finely integratedâ€”full and fruity with a core of firmer tannins. Drink now.",Sete Vales,89,18.0,Douro,,,Roger Voss,@vossroger,Quinta de Porrais 2015 Sete Vales Red (Douro),Portuguese Red,Quinta de Porrais				,,89000,16.02
26057,Portugal,"A deep pink colored wine, this is soft, fruity and ripe. It has just enough acidity while also having an edge of tannins that leave a bitter aftertaste. Drink now.",Quinta do Mondego,84,18.0,DÃ£o,,,Roger Voss,@vossroger,Fontes da Cunha 2015 Quinta do Mondego RosÃ© (DÃ£o),RosÃ©,Fontes da Cunha				,,84000,15.12
27267,Portugal,"Selected fruit and longer barrel aging are the hallmarks of this Reserva. With its bright mint flavors, well integrated into the firm tannins and plum skin fruits, this is a wine ready to age.",Padre Pedro Reserva,92,18.0,Tejo,,,Roger Voss,@vossroger,Casa Cadaval 2007 Padre Pedro Reserva Red (Tejo),Portuguese Red,Casa Cadaval				,,92000,16.56
27276,Portugal,"Want dense tannins? Then this your wine. Of course, it has much more than that. It has mineral-driven stone fruit flavors, a sense of terroir, of restrained power. It also has a serious side, and definite aging potential.",Escada,92,18.0,Douro,,,Roger Voss,@vossroger,DFJ Vinhos 2007 Escada Red (Douro),Portuguese Red,DFJ Vinhos				,,92000,16.56
28478,Portugal,"Firm and ripe, this is a richly juicy wine full of berries. Sweet tannins dominate the firmer structure at the back. There is some concentration and the wine is still young, so it's best to drink from 2016.",Terras de Monforte Escolha,90,18.0,Alentejo,,,Roger Voss,@vossroger,Herdade do PerdigÃ£o 2009 Terras de Monforte Escolha Red (Alentejo),Portuguese Red,Herdade do PerdigÃ£o				,,90000,16.2
29329,Portugal,"A serious, dense wine that impresses with its elegant structure and rich fruit. The wine has an austere mineral feel that contrasts with its black-currant flavors, and its ripe, juicy character.",Falcoaria Classico,92,18.0,Tejo,,,Roger Voss,@vossroger,Quinta do Casal Branco 2008 Falcoaria Classico Red (Tejo),Portuguese Red,Quinta do Casal Branco				,,92000,16.56
29535,Portugal,"A light wine with attractive berry flavors, this has a touch of caramel to go with its fruitiness and crisp acidity. Drink now.",,84,18.0,Alentejano,,,Roger Voss,@vossroger,Dona Maria-JÃºlio Bastos 2015 RosÃ© (Alentejano),RosÃ©,Dona Maria-JÃºlio Bastos				,,84000,15.12
29938,Portugal,"Ripe with red-berry flavors, this wine is fresh and crisp with acidity. Drink from 2019.",Tinto,85,18.0,Douro,,,Roger Voss,@vossroger,Quinta Dona Matilde 2014 Tinto Red (Douro),Portuguese Red,Quinta Dona Matilde				,,85000,15.299999999999999
30070,Portugal,"This is rich and dry yet also fruity. Perfumed in character, it is full, soft and smooth, allowing the acidity a place on the finish.",Colheita,85,18.0,Douro,,,Roger Voss,@vossroger,Quinta do Portal 2011 Colheita RosÃ© (Douro),RosÃ©,Quinta do Portal				,,85000,15.299999999999999
31069,Portugal,"Six months barrel aging have given this wine richness and spicy texture. It is rounded, full of peach and white fruit flavors and with a complex texture. It's still young, drinkable now but much better from 2016.",Vinha Formal,90,18.0,Bairrada,,,Roger Voss,@vossroger,Luis Pato 2013 Vinha Formal White (Bairrada),Portuguese White,Luis Pato				,,90000,16.2
32397,Portugal,"This is big, concentrated wine produced from old vines. It has a dense blackberry fruit backed by layers of firm tannins. Rich and full bodied, it will be better from 2018.",Album Reserva,91,18.0,Alentejano,,,Roger Voss,@vossroger,Wines & Winemakers 2014 Album Reserva Red (Alentejano),Portuguese Red,Wines & Winemakers				,,91000,16.38
32826,Portugal,"This is a classic Reserve Ruby, full of berry fruits, juicy acidity and light tannins. Hints of dried fruits combine with red berries to give a wine that is stylish and dry in the Warre's style.",Warrior Reserve,87,18.0,Port,,,Roger Voss,@vossroger,Warre's NV Warrior Reserve  (Port),Port,Warre's				,,87000,15.66
34770,Portugal,"High-altitude vines yielded this full while also crisp wine. It is fruity, touched by caramel and spice and some toast flavors from wood aging. This is a rosÃ© style that goes with food.",,86,18.0,Douro,,,Roger Voss,@vossroger,Muxagat 2013 RosÃ© (Douro),Portuguese RosÃ©,Muxagat				,,86000,15.479999999999999
35765,Portugal,"Heavily toasted aromas promise strong wood flavors. The fruit, rich with pear flavors, balances that wood, although the wine does need a few months more integration.",Branco,86,18.0,Bairrada,,,Roger Voss,@vossroger,Campolargo 2010 Branco Arinto (Bairrada),Arinto,Campolargo				,,86000,15.479999999999999
36117,Portugal,"This is a generous black-fruit-driven wine. It has great fruit with some spice from wood. The tannins are firm while giving plenty of richness. With its black plum and berry flavors now developing well, it should be ready from 2018.",GÃ¡udio ClÃ¡ssico,89,18.0,Alentejano,,,Roger Voss,@vossroger,Ribafreixo 2014 GÃ¡udio ClÃ¡ssico Red (Alentejano),Portuguese Red,Ribafreixo				,,89000,16.02
38364,Portugal,"A really perfumed wine, full of oak and truffle aromas. With its juicy rich fruit, it is not a shy wine. Bold red fruits, balanced tannins and a ripe texture all contribute to the dense concentration. The alcohol shows in the pepper edge. Drink this just mature wine now.",,90,18.0,Lisboa,,,Roger Voss,@vossroger,Quinta de Sant'Ana 2012 Merlot (Lisboa),Merlot,Quinta de Sant'Ana				,,90000,16.2
39089,Portugal,"This oak-aged wine is intense, rich and packed with black fruits. It has spice from the wood as well as from the Syrah in the blend, while the juicy ripe character comes from Alicante Bouschet. It's an impressive concentrated wine that will be best from 2018.",Casa Ermelinda Freitas Monte da BaÃ­a Reserva,91,18.0,PenÃ­nsula de SetÃºbal,,,Roger Voss,@vossroger,Wines & Winemakers 2014 Casa Ermelinda Freitas Monte da BaÃ­a Reserva Red (PenÃ­nsula de SetÃºbal),Portuguese Red,Wines & Winemakers				,,91000,16.38
39115,Portugal,"From selected grapes, this partially wood-aged wine is a rich take on Vinho Verde. It has weight and a fine creamy texture. The acidity and the orange zest flavors are filled out with ripe apples and green plums with just a hint of toast. Drink from late 2017.",Grande Escolha,91,18.0,Vinho Verde,,,Roger Voss,@vossroger,Casa do Valle 2016 Grande Escolha White (Vinho Verde),Portuguese White,Casa do Valle				,,91000,16.38
41661,Portugal,"An old and rarely planted vine in the Douro, CÃ³dega do Larinho has produced a rich, lightly perfumed wine. With plenty of acidity and citrus, it is both ripe and refreshing. It could benefit from a few months in bottle	 drink after 2015.",Andreza,87,18.0,Douro,,,Roger Voss,@vossroger,Wines & Winemakers 2013 Andreza CÃ³dega do Larinho (Douro),CÃ³dega do Larinho,Wines & Winemakers			,,87000,15.66
42646,Portugal,"Crisp, bright, strawberry-flavored wine that has some weight and spice to it. It shows ripe fruit as well as vivid acidity, freshly balanced with red currant aftertaste.",,86,18.0,Lisboa,,,Roger Voss,@vossroger,Quinta de Sant'Ana 2009 RosÃ© (Lisboa),RosÃ©,Quinta de Sant'Ana				,,86000,15.479999999999999
42749,Portugal,"A smooth, wood-aged wine that is ripe and polished. A blend of Touriga Nacional, CastelÃ£o and Trincadeira is given style by its toast, spice and fresh acidity. It is packed with blackberries that contrast with the firm structure. It needs to age, so drink from 2017.",Reserva,91,18.0,Tejo,,,Roger Voss,@vossroger,Moura Basto 2012 Reserva Red (Tejo),Portuguese Red,Moura Basto				,,91000,16.38
43075,Portugal,"A young, bright fruity wine, packed with creamy mousse. The wine has a fresh green apple character, lively with a zing to it.",Reserva Bruto,85,18.0,Vinho Espumante de Qualidade,,,Roger Voss,@vossroger,Murganheira 2006 Reserva Bruto Sparkling (Vinho Espumante de Qualidade),Sparkling Blend,Murganheira				,,85000,15.299999999999999
43475,Portugal,The wine reveals a serious side to CastelÃ£o that is not often shown. Its wood aging and structured character give the wine longevity as well as solid fruits and concentrated tannins. Lightness comes in the form of the acidity and the juicy black fruits. Drink from 2019.,Pegos Claros Reserva,90,18.0,PenÃ­nsula de SetÃºbal,,,Roger Voss,@vossroger,Wines & Winemakers 2014 Pegos Claros Reserva CastelÃ£o (PenÃ­nsula de SetÃºbal),CastelÃ£o,Wines & Winemakers				,,90000,16.2
46027,Portugal,"This lightly wood-aged wine is soft and round in character. It has light spice and warm yellow fruits, as well as sliced apple and acidity to balance the fruitiness. Drink now.",Vinha Padre Pedro Reserva Viognier-Arinto,88,18.0,Tejo,,,Roger Voss,@vossroger,Casa Cadaval 2015 Vinha Padre Pedro Reserva Viognier-Arinto White (Tejo),Portuguese White,Casa Cadaval				,,88000,15.84
46028,Portugal,"From the good winds (Bons Ventos) estate, this balanced wine has good acidity as well as black-currant fruit. Tannins give the wine its dry core and structure. Nine months in wood have added spice and the smooth texture. Drink from 2018.",Bons Ventos Reserva,88,18.0,Lisboa,,,Roger Voss,@vossroger,Casa Santos Lima 2015 Bons Ventos Reserva Red (Lisboa),Portuguese Red,Casa Santos Lima				,,88000,15.84
46438,Portugal,"A wine that starts out all tannins. The fruit takes a while to show through and then produces juicy red cherry flavors and considerable acidity, the wood aging rounding the corners. This is for medium-term aging.",Quinta do Grifo Grande Reserva,89,18.0,Douro,,,Roger Voss,@vossroger,Rozes 2008 Quinta do Grifo Grande Reserva Red (Douro),Portuguese Red,Rozes				,,89000,16.02
46674,Portugal,"Fruity and soft, this appealing wine is ready to drink. Lemon juice and lime zest give freshness along with bright acidity and a light sense of mineral texture.",Dine with me Tonight,85,18.0,Tejo,,,Roger Voss,@vossroger,Wine with Spirit 2013 Dine with me Tonight White (Tejo),Portuguese White,Wine with Spirit				,,85000,15.299999999999999
47588,Portugal,"A blend dominated by 80% Viosinho, this wine is cool. fresh and fruity. It has a light herbal character that contrasts with the apricot and pear flavors. The citrus acidity completes an attractive, balanced wine. Drink now.",Branco,88,18.0,Lisboa,,,Roger Voss,@vossroger,Quinta de Chocapalha 2014 Branco White (Lisboa),Portuguese White,Quinta de Chocapalha				,,88000,15.84
